Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2008,Males,Principal applicants,"Canadian experience class, principal applicants",55 to 64 years,All income,190000
2008,Males,Principal applicants,"Canadian experience class, principal applicants",65 years and over,All income,164000
2008,Males,Principal applicants,Family class - parent or grandparent,45 to 54 years,All income,27000
2008,Males,Principal applicants,Family class - parent or grandparent,55 to 64 years,All income,18300
2008,Males,Principal applicants,Family class - parent or grandparent,65 years and over,All income,26000
2008,Males,Principal applicants,Family class - spouses and partners,20 to 24 years,All income,16100
2008,Males,Principal applicants,Family class - spouses and partners,25 to 34 years,All income,25000
2008,Males,Principal applicants,Family class - spouses and partners,35 to 44 years,All income,43000
2008,Males,Principal applicants,Family class - spouses and partners,45 to 54 years,All income,51000
2008,Males,Principal applicants,Family class - spouses and partners,55 to 64 years,All income,70000
2008,Males,Principal applicants,Family class - spouses and partners,65 years and over,All income,37000
2008,Males,Principal applicants,Humanitarian and compassionate cases,20 to 24 years,All income,18700
2008,Males,Principal applicants,Humanitarian and compassionate cases,25 to 34 years,All income,25000
2008,Males,Principal applicants,Humanitarian and compassionate cases,35 to 44 years,All income,27000
2008,Males,Principal applicants,Humanitarian and compassionate cases,45 to 54 years,All income,29000
2008,Males,Principal applicants,Humanitarian and compassionate cases,55 to 64 years,All income,27000
2008,Males,Principal applicants,Humanitarian and compassionate cases,65 years and over,All income,21000
2008,Males,Principal applicants,"Live-in caregivers, principal applicants",20 to 24 years,All income,18200
2008,Males,Principal applicants,"Live-in caregivers, principal applicants",25 to 34 years,All income,16800
2008,Males,Principal applicants,"Live-in caregivers, principal applicants",35 to 44 years,All income,15900
2008,Males,Principal applicants,"Live-in caregivers, principal applicants",45 to 54 years,All income,17500
2008,Males,Principal applicants,"Live-in caregivers, principal applicants",55 to 64 years,All income,16000
2008,Males,Principal applicants,Other immigrants,25 to 34 years,All income,35000
2008,Males,Principal applicants,Other immigrants,35 to 44 years,All income,42000
2008,Males,Principal applicants,Other immigrants,45 to 54 years,All income,68000
2008,Males,Principal applicants,Other immigrants,55 to 64 years,All income,57000
2008,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,24000
2008,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,24000
2008,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,62000
2008,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,69000
2008,Males,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,175000
2008,Males,Principal applicants,Refugee dependents,35 to 44 years,All income,26000
2008,Males,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,15000
2008,Males,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,18800
2008,Males,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,19900
2008,Males,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,19200
2008,Males,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,15400
2008,Males,Principal applicants,Refugees landed in Canada,65 years and over,All income,14000
2008,Males,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,7700
2008,Males,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,31000
2008,Males,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,34000
2008,Males,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,79000
2008,Males,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,126000
2008,Males,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,167000
2008,Males,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,68000
2008,Males,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,17900
2008,Males,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,38000
2008,Males,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,42000
2008,Males,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,37000
2008,Males,Spouses,Family class - parent or grandparent,55 to 64 years,All income,37000
2008,Males,Spouses,Family class - parent or grandparent,65 years and over,All income,15900
2008,Males,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,24000
2008,Males,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,30000
2008,Males,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,31000
2008,Males,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,31000
2008,Males,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,16600
2008,Males,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,20000
2008,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,16700
2008,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,37000
2008,Males,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,35000
2008,Males,Spouses,Refugee dependents,20 to 24 years,All income,6800
2008,Males,Spouses,Refugee dependents,25 to 34 years,All income,21000
2008,Males,Spouses,Refugee dependents,35 to 44 years,All income,25000
2008,Males,Spouses,Refugee dependents,45 to 54 years,All income,26000
2008,Males,Spouses,Refugees landed in Canada,25 to 34 years,All income,23000
2008,Males,Spouses,Refugees landed in Canada,35 to 44 years,All income,16100
2008,Males,Spouses,Refugees landed in Canada,45 to 54 years,All income,19000
2008,Males,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,25000
2008,Males,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,43000
2008,Males,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,53000
2008,Males,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,44000
2009,Both sexes,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,6200
2009,Both sexes,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,9600
2009,Both sexes,Dependents,"Business class, spouses and dependents",Less than 20 years,All income,3000
2009,Both sexes,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,13900
2009,Both sexes,Dependents,"Canadian experience class, spouses and dependents",Less than 20 years,All income,3900
2009,Both sexes,Dependents,Family class - other,Less than 20 years,All income,7200
2009,Both sexes,Dependents,Family class - parent or grandparent,20 to 24 years,All income,8200
2009,Both sexes,Dependents,Family class - parent or grandparent,25 to 34 years,All income,7900
2009,Both sexes,Dependents,Family class - parent or grandparent,Less than 20 years,All income,6500
2009,Both sexes,Dependents,Family class - spouses and partners,20 to 24 years,All income,8000
2009,Both sexes,Dependents,Family class - spouses and partners,25 to 34 years,All income,24000
2009,Both sexes,Dependents,Family class - spouses and partners,Less than 20 years,All income,5400
2009,Both sexes,Dependents,Government-assisted refugees,20 to 24 years,All income,2200
2009,Both sexes,Dependents,Government-assisted refugees,Less than 20 years,All income,4700
2009,Both sexes,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,13500
2009,Both sexes,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,23000
2009,Both sexes,Dependents,Humanitarian and compassionate cases,35 to 44 years,All income,17500
2009,Both sexes,Dependents,Humanitarian and compassionate cases,45 to 54 years,All income,52000
2009,Both sexes,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,7300
2009,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,6800
2009,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,14300
2009,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,18400
2009,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,21000
2009,Both sexes,Dependents,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,4700
2009,Both sexes,Dependents,Privately sponsored refugees,20 to 24 years,All income,6400
2009,Both sexes,Dependents,Privately sponsored refugees,25 to 34 years,All income,7100
2009,Both sexes,Dependents,Privately sponsored refugees,Less than 20 years,All income,5200
2009,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,7600
2009,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,4000
2009,Both sexes,Dependents,"Provincial/territorial nominees, spouses and dependents",Less than 20 years,All income,5700
2009,Both sexes,Dependents,Refugee dependents,20 to 24 years,All income,8900
2009,Both sexes,Dependents,Refugee dependents,25 to 34 years,All income,15500
2009,Both sexes,Dependents,Refugee dependents,35 to 44 years,All income,21000
2009,Both sexes,Dependents,Refugee dependents,45 to 54 years,All income,19700
2009,Both sexes,Dependents,Refugee dependents,Less than 20 years,All income,6400
2009,Both sexes,Dependents,Refugees landed in Canada,20 to 24 years,All income,10300
2009,Both sexes,Dependents,Refugees landed in Canada,25 to 34 years,All income,17700
2009,Both sexes,Dependents,Refugees landed in Canada,35 to 44 years,All income,16500
2009,Both sexes,Dependents,Refugees landed in Canada,45 to 54 years,All income,16000
2009,Both sexes,Dependents,Refugees landed in Canada,55 to 64 years,All income,14200
2009,Both sexes,Dependents,Refugees landed in Canada,Less than 20 years,All income,6200
2009,Both sexes,Dependents,"Skilled workers, spouses and dependents",20 to 24 years,All income,8800
2009,Both sexes,Dependents,"Skilled workers, spouses and dependents",25 to 34 years,All income,12300
2009,Both sexes,Dependents,"Skilled workers, spouses and dependents",Less than 20 years,All income,4500
2009,Both sexes,Principal applicants,"Business class, principal applicants",25 to 34 years,All income,131000
